Sample in Buffer,Sample in Window,TRIGGER,Adc3444_TCP_i/TriggerCh_0/inst/iAdcData[15:0],Adc3444_TCP_i/TriggerCh_0/inst/iAdcData_Tri,Adc3444_TCP_i/TriggerCh_0/inst/oStateToFINISHIntr,Adc3444_TCP_i/TriggerCh_0/inst/m_axi_wdata[63:0],Adc3444_TCP_i/TriggerCh_0/inst/m_axi_wvalid,Adc3444_TCP_i/TriggerCh_0/inst/m_axi_awaddr[31:0],Adc3444_TCP_i/TriggerCh_0/inst/wTrigToggle[31:0]
448,448,0,0000,0,0,0000000000000000,0,00000000,00000000
449,449,0,0000,0,0,0000000000000000,0,00000000,00000000
450,450,0,0000,0,0,0000000000000000,0,00000000,00000000
451,451,0,0000,0,0,0000000000000000,0,00000000,00000000
452,452,0,0000,0,0,0000000000000000,0,00000000,00000000
453,453,0,0000,0,0,0000000000000000,0,00000000,00000000
454,454,0,0000,0,0,0000000000000000,0,00000000,00000000
455,455,0,0000,0,0,0000000000000000,0,00000000,00000000
456,456,0,0000,0,0,0000000000000000,0,00000000,00000000
457,457,0,0000,0,0,0000000000000000,0,00000000,00000000
458,458,0,0000,0,0,0000000000000000,0,00000000,00000000
459,459,0,0000,0,0,0000000000000000,0,00000000,00000000
460,460,0,0000,0,0,0000000000000000,0,00000000,00000000
461,461,0,0000,0,0,0000000000000000,0,00000000,00000000
462,462,0,0000,0,0,0000000000000000,0,00000000,00000000
463,463,0,0000,0,0,0000000000000000,0,00000000,00000000
464,464,0,0000,0,0,0000000000000000,0,00000000,00000000
465,465,0,0000,0,0,0000000000000000,0,00000000,00000000
466,466,0,0000,0,0,0000000000000000,0,00000000,00000000
467,467,0,0000,0,0,0000000000000000,0,00000000,00000000
468,468,0,0000,0,0,0000000000000000,0,00000000,00000000
469,469,0,0000,0,0,0000000000000000,0,00000000,00000000
470,470,0,0000,0,0,0000000000000000,0,00000000,00000000
471,471,0,0000,0,0,0000000000000000,0,00000000,00000000
472,472,0,0000,0,0,0000000000000000,0,00000000,00000000
473,473,0,0000,0,0,0000000000000000,0,00000000,00000000
474,474,0,0000,0,0,0000000000000000,0,00000000,00000000
475,475,0,0000,0,0,0000000000000000,0,00000000,00000000
476,476,0,0000,0,0,0000000000000000,0,00000000,00000000
477,477,0,0000,0,0,0000000000000000,0,00000000,00000000
478,478,0,0000,0,0,0000000000000000,0,00000000,00000000
479,479,0,0000,0,0,0000000000000000,0,00000000,00000000
480,480,0,0000,0,0,0000000000000000,0,00000000,00000000
481,481,0,0000,0,0,0000000000000000,0,00000000,00000000
482,482,0,0000,0,0,0000000000000000,0,00000000,00000000
483,483,0,0000,0,0,0000000000000000,0,00230e00,00000000
484,484,0,0000,0,0,0000000000000000,1,00230e00,00000000
485,485,0,0000,0,0,0000000000000000,1,00230e00,00000000
486,486,0,0000,0,0,0000000000000000,1,00230e00,00000000
487,487,0,0000,0,0,0000000000000000,1,00230e00,00000000
488,488,0,0000,0,0,0000000000000000,1,00230e00,00000000
489,489,0,0000,0,0,0000000000000000,1,00230e00,00000000
490,490,0,0000,0,0,0000000000000000,1,00230e00,00000000
491,491,0,0000,0,0,0000000000000000,1,00230e00,00000000
492,492,0,0000,0,0,0000000000000000,1,00230e00,00000000
493,493,0,0000,0,0,0000000000000000,1,00230e00,00000000
494,494,0,0000,0,0,0000000000000000,1,00230e00,00000000
495,495,0,0000,0,0,0000000000000000,1,00230e00,00000000
496,496,0,0000,0,0,0000000000000000,1,00230e00,00000000
497,497,0,0000,0,0,0000000000000000,1,00230e00,00000000
498,498,0,0000,0,0,0000000000000000,1,00230e00,00000000
499,499,0,0000,0,0,0000000000000000,1,00230e00,00000000
500,500,0,0000,0,0,0000000000000000,1,00230e00,00000000
501,501,0,0000,0,0,0000000000000000,1,00230e00,00000000
502,502,0,0000,0,0,0000000000000000,0,00230e80,00000000
503,503,0,0000,0,0,0000000000000000,1,00230e80,00000000
504,504,0,0000,0,0,0000000000000000,1,00230e80,00000000
505,505,0,0000,0,0,0000000000000000,1,00230e80,00000000
506,506,0,0000,0,0,0000000000000000,1,00230e80,00000000
507,507,0,0000,0,0,0000000000000000,1,00230e80,00000000
508,508,0,0000,0,0,0000000000000000,1,00230e80,00000000
509,509,0,0000,0,0,0000000000000000,1,00230e80,00000000
510,510,0,0000,0,0,0000000000000000,1,00230e80,00000000
511,511,0,0000,0,0,0000000000000000,1,00230e80,00000000
512,512,0,0000,0,0,0000000000000000,1,00230e80,00000000
513,513,0,0000,0,0,0000000000000000,1,00230e80,00000000
514,514,0,0000,0,0,0000000000000000,1,00230e80,00000000
515,515,0,0000,0,0,0000000000000000,1,00230e80,00000000
516,516,0,0000,0,0,0000000000000000,1,00230e80,00000000
517,517,0,0000,0,0,0000000000000000,1,00230e80,00000000
518,518,0,0000,0,0,0000000000000000,1,00230e80,00000000
519,519,0,0000,0,0,0000000000000000,1,00230e80,00000000
520,520,0,0000,0,0,0000000000000000,1,00230e80,00000000
521,521,0,0000,0,0,0000000000000000,0,00230e80,00000000
522,522,0,0000,0,0,0000000000000000,0,00230e80,00000000
523,523,0,0000,0,0,0000000000000000,0,00230e80,00000000
524,524,0,0000,0,0,0000000000000000,0,00230e80,00000000
525,525,0,0000,0,0,0000000000000000,0,00230e80,00000000
526,526,0,0000,0,0,0000000000000000,0,00230e80,00000000
527,527,0,0000,0,0,0000000000000000,0,00230e80,00000000
528,528,0,0000,0,0,0000000000000000,0,00230e80,00000000
529,529,0,0000,0,0,0000000000000000,0,00230e80,00000000
530,530,0,0000,0,0,0000000000000000,0,00230e80,00000000
531,531,0,0000,0,0,0000000000000000,0,00230e80,00000000
532,532,0,0000,0,0,0000000000000000,0,00230e80,00000000
533,533,0,0000,0,0,0000000000000000,0,00230e80,00000000
534,534,0,0000,0,0,0000000000000000,0,00230e80,00000000
535,535,0,0000,0,0,0000000000000000,0,00230e80,00000000
536,536,0,0000,0,0,0000000000000000,0,00230e80,00000000
537,537,0,0000,0,0,0000000000000000,0,00230e80,00000000
538,538,0,0000,0,0,0000000000000000,0,00230e80,00000000
539,539,0,0000,0,0,0000000000000000,0,00230e80,00000000
540,540,0,0000,0,0,0000000000000000,0,00230e80,00000000
541,541,0,0000,0,0,0000000000000000,0,00230e80,00000000
542,542,0,0000,0,0,0000000000000000,0,00230e80,00000000
543,543,0,0000,0,0,0000000000000000,0,00230e80,00000000
544,544,0,0000,0,0,0000000000000000,0,00230e80,00000000
545,545,0,0000,0,0,0000000000000000,0,00230e80,00000000
546,546,0,0000,0,0,0000000000000000,0,00230e80,00000000
547,547,0,0000,0,0,0000000000000000,0,00230e80,00000000
548,548,0,0000,0,0,0000000000000000,0,00230e80,00000000
549,549,0,0000,0,0,0000000000000000,0,00230e80,00000000
550,550,0,0000,0,0,0000000000000000,0,00230e80,00000000
551,551,0,0000,0,0,0000000000000000,0,00230e80,00000000
552,552,0,0000,0,0,0000000000000000,0,00230e80,00000000
553,553,0,0000,0,0,0000000000000000,0,00230e80,00000000
554,554,0,0000,0,0,0000000000000000,0,00230e80,00000000
555,555,0,0000,0,0,0000000000000000,0,00230e80,00000000
556,556,0,0000,0,0,0000000000000000,0,00230e80,00000000
557,557,0,0000,0,0,0000000000000000,0,00230e80,00000000
558,558,0,0000,0,0,0000000000000000,0,00230e80,00000000
559,559,0,0000,0,0,0000000000000000,0,00230e80,00000000
560,560,0,0000,0,0,0000000000000000,0,00230e80,00000000
561,561,0,0000,0,0,0000000000000000,0,00230e80,00000000
562,562,0,0000,0,0,0000000000000000,0,00230e80,00000000
563,563,0,0000,0,0,0000000000000000,0,00230e80,00000000
564,564,0,0000,0,0,0000000000000000,0,00230e80,00000000
565,565,0,0000,0,0,0000000000000000,0,00230e80,00000000
566,566,0,0000,0,0,0000000000000000,0,00230e80,00000000
567,567,0,0000,0,0,0000000000000000,0,00230e80,00000000
568,568,0,0000,0,0,0000000000000000,0,00230e80,00000000
569,569,0,0000,0,0,0000000000000000,0,00230e80,00000000
570,570,0,0000,0,0,0000000000000000,0,00230e80,00000000
571,571,0,0000,0,0,0000000000000000,0,00230e80,00000000
572,572,0,0000,0,0,0000000000000000,0,00230e80,00000000
573,573,0,0000,0,0,0000000000000000,0,00230e80,00000000
574,574,0,0000,0,0,0000000000000000,0,00230e80,00000000
575,575,0,0000,0,0,0000000000000000,0,00230e80,00000000
576,576,0,0000,0,0,0000000000000000,0,00230e80,00000000
577,577,0,0000,0,0,0000000000000000,0,00230e80,00000000
578,578,0,0000,0,0,0000000000000000,0,00230e80,00000000
579,579,0,0000,0,0,0000000000000000,0,00230e80,00000000
580,580,0,0000,0,0,0000000000000000,0,00230e80,00000000
581,581,0,0000,0,0,0000000000000000,0,00230e80,00000000
582,582,0,0000,0,0,0000000000000000,0,00230e80,00000000
583,583,0,0000,0,0,0000000000000000,0,00230e80,00000000
584,584,0,0000,0,0,0000000000000000,0,00230e80,00000000
585,585,0,0000,0,0,0000000000000000,0,00230e80,00000000
586,586,0,0000,0,0,0000000000000000,0,00230e80,00000000
587,587,0,0000,0,0,0000000000000000,0,00230e80,00000000
588,588,0,0000,0,0,0000000000000000,0,00230e80,00000000
589,589,0,0000,0,0,0000000000000000,0,00230e80,00000000
590,590,0,0000,0,0,0000000000000000,0,00230e80,00000000
591,591,0,0000,0,0,0000000000000000,0,00230e80,00000000
592,592,0,0000,0,0,0000000000000000,0,00230e80,00000000
593,593,0,0000,0,0,0000000000000000,0,00230e80,00000000
594,594,0,0000,0,0,0000000000000000,0,00230e80,00000000
595,595,0,0000,0,0,0000000000000000,0,00230e80,00000000
596,596,0,0000,0,0,0000000000000000,0,00230e80,00000000
597,597,0,0000,0,0,0000000000000000,0,00230e80,00000000
598,598,0,0000,0,0,0000000000000000,0,00230e80,00000000
599,599,0,0000,0,0,0000000000000000,0,00230e80,00000000
600,600,0,0000,0,0,0000000000000000,0,00230e80,00000000
601,601,0,0000,0,0,0000000000000000,0,00230e80,00000000
602,602,0,0000,0,0,0000000000000000,0,00230e80,00000000
603,603,0,0000,0,0,0000000000000000,0,00230e80,00000000
604,604,0,0000,0,0,0000000000000000,0,00230e80,00000000
605,605,0,0000,0,0,0000000000000000,0,00230e80,00000000
606,606,0,0000,0,0,0000000000000000,0,00230e80,00000000
607,607,0,0000,0,0,0000000000000000,0,00230e80,00000000
608,608,0,0000,0,0,0000000000000000,0,00230e80,00000000
609,609,0,0000,0,0,0000000000000000,0,00230e80,00000000
610,610,0,0000,0,0,0000000000000000,0,00230e80,00000000
611,611,0,0000,0,0,0000000000000000,0,00230f00,00000000
612,612,0,0000,0,0,0000000000000000,1,00230f00,00000000
613,613,0,0000,0,0,0000000000000000,1,00230f00,00000000
614,614,0,0000,0,0,0000000000000000,1,00230f00,00000000
615,615,0,0000,0,0,0000000000000000,1,00230f00,00000000
616,616,0,0000,0,0,0000000000000000,1,00230f00,00000000
617,617,0,0000,0,0,0000000000000000,1,00230f00,00000000
618,618,0,0000,0,0,0000000000000000,1,00230f00,00000000
619,619,0,0000,0,0,0000000000000000,1,00230f00,00000000
620,620,0,0000,0,0,0000000000000000,1,00230f00,00000000
621,621,0,0000,0,0,0000000000000000,1,00230f00,00000000
622,622,0,0000,0,0,0000000000000000,1,00230f00,00000000
623,623,0,0000,0,0,0000000000000000,1,00230f00,00000000
624,624,0,0000,0,0,0000000000000000,1,00230f00,00000000
625,625,0,0000,0,0,0000000000000000,1,00230f00,00000000
626,626,0,0000,0,0,0000000000000000,1,00230f00,00000000
627,627,0,0000,0,0,0000000000000000,1,00230f00,00000000
628,628,0,0000,0,0,0000000000000000,1,00230f00,00000000
629,629,0,0000,0,0,0000000000000000,1,00230f00,00000000
630,630,0,0000,0,0,0000000000000000,0,00230f80,00000000
631,631,0,0000,0,0,0000000000000000,1,00230f80,00000000
632,632,0,0000,0,0,0000000000000000,1,00230f80,00000000
633,633,0,0000,0,0,0000000000000000,1,00230f80,00000000
634,634,0,0000,0,0,0000000000000000,1,00230f80,00000000
635,635,0,0000,0,0,0000000000000000,1,00230f80,00000000
636,636,0,0000,0,0,0000000000000000,1,00230f80,00000000
637,637,0,0000,0,0,0000000000000000,1,00230f80,00000000
638,638,0,0000,0,0,0000000000000000,1,00230f80,00000000
639,639,0,0000,0,0,0000000000000000,1,00230f80,00000000
640,640,0,0000,0,0,0000000000000000,1,00230f80,00000000
641,641,0,0000,0,0,0000000000000000,1,00230f80,00000000
642,642,0,0000,0,0,0000000000000000,1,00230f80,00000000
643,643,0,0000,0,0,0000000000000000,1,00230f80,00000000
644,644,0,0000,0,0,0000000000000000,1,00230f80,00000000
645,645,0,0000,0,0,0000000000000000,1,00230f80,00000000
646,646,0,0000,0,0,0000000000000000,1,00230f80,00000000
647,647,0,0000,0,0,0000000000000000,1,00230f80,00000000
648,648,0,0000,0,0,0000000000000000,1,00230f80,00000000
649,649,0,0000,0,0,0000000000000000,0,00230f80,00000000
650,650,0,0000,0,0,0000000000000000,0,00230f80,00000000
651,651,0,0000,0,0,0000000000000000,0,00230f80,00000000
652,652,0,0000,0,0,0000000000000000,0,00230f80,00000000
653,653,0,0000,0,0,0000000000000000,0,00230f80,00000000
654,654,0,0000,0,0,0000000000000000,0,00230f80,00000000
655,655,0,0000,0,0,0000000000000000,0,00230f80,00000000
656,656,0,0000,0,0,0000000000000000,0,00230f80,00000000
657,657,0,0000,0,0,0000000000000000,0,00230f80,00000000
658,658,0,0000,0,0,0000000000000000,0,00230f80,00000000
659,659,0,0000,0,0,0000000000000000,0,00230f80,00000000
660,660,0,0000,0,0,0000000000000000,0,00230f80,00000000
661,661,0,0000,0,0,0000000000000000,0,00230f80,00000000
662,662,0,0000,0,0,0000000000000000,0,00230f80,00000000
663,663,0,0000,0,0,0000000000000000,0,00230f80,00000000
664,664,0,0000,0,0,0000000000000000,0,00230f80,00000000
665,665,0,0000,0,0,0000000000000000,0,00230f80,00000000
666,666,0,0000,0,0,0000000000000000,0,00230f80,00000000
667,667,0,0000,0,0,0000000000000000,0,00230f80,00000000
668,668,0,0000,0,0,0000000000000000,0,00230f80,00000000
669,669,0,0000,0,0,0000000000000000,0,00230f80,00000000
670,670,0,0000,0,0,0000000000000000,0,00230f80,00000000
671,671,0,0000,0,0,0000000000000000,0,00230f80,00000000
672,672,0,0000,0,0,0000000000000000,0,00230f80,00000000
673,673,0,0000,0,0,0000000000000000,0,00230f80,00000000
674,674,0,0000,0,0,0000000000000000,0,00230f80,00000000
675,675,0,0000,0,0,0000000000000000,0,00230f80,00000000
676,676,0,0000,0,0,0000000000000000,0,00230f80,00000000
677,677,0,0000,0,0,0000000000000000,0,00230f80,00000000
678,678,0,0000,0,0,0000000000000000,0,00230f80,00000000
679,679,0,0000,0,0,0000000000000000,0,00230f80,00000000
680,680,0,0000,0,0,0000000000000000,0,00230f80,00000000
681,681,0,0000,0,0,0000000000000000,0,00230f80,00000000
682,682,0,0000,0,0,0000000000000000,0,00230f80,00000000
683,683,0,0000,0,0,0000000000000000,0,00230f80,00000000
684,684,0,0000,0,0,0000000000000000,0,00230f80,00000000
685,685,0,0000,0,0,0000000000000000,0,00230f80,00000000
686,686,0,0000,0,0,0000000000000000,0,00230f80,00000000
687,687,0,0000,0,0,0000000000000000,0,00230f80,00000000
688,688,0,0000,0,0,0000000000000000,0,00230f80,00000000
689,689,0,0000,0,0,0000000000000000,0,00230f80,00000000
690,690,0,0000,0,0,0000000000000000,0,00230f80,00000000
691,691,0,0000,0,0,0000000000000000,0,00230f80,00000000
692,692,0,0000,0,0,0000000000000000,0,00230f80,00000000
693,693,0,0000,0,0,0000000000000000,0,00230f80,00000000
694,694,0,0000,0,0,0000000000000000,0,00230f80,00000000
695,695,0,0000,0,0,0000000000000000,0,00230f80,00000000
696,696,0,0000,0,0,0000000000000000,0,00230f80,00000000
697,697,0,0000,0,0,0000000000000000,0,00230f80,00000000
698,698,0,0000,0,0,0000000000000000,0,00230f80,00000000
699,699,0,0000,0,0,0000000000000000,0,00230f80,00000000
700,700,0,0000,0,0,0000000000000000,0,00230f80,00000000
701,701,0,0000,0,0,0000000000000000,0,00230f80,00000000
702,702,0,0000,0,0,0000000000000000,0,00230f80,00000000
703,703,0,0000,0,0,0000000000000000,0,00230f80,00000000
704,704,0,0000,0,0,0000000000000000,0,00230f80,00000000
705,705,0,0000,0,0,0000000000000000,0,00230f80,00000000
706,706,0,0000,0,0,0000000000000000,0,00230f80,00000000
707,707,0,0000,0,0,0000000000000000,0,00230f80,00000000
708,708,0,0000,0,0,0000000000000000,0,00230f80,00000000
709,709,0,0000,0,0,0000000000000000,0,00230f80,00000000
710,710,0,0000,0,0,0000000000000000,0,00230f80,00000000
711,711,0,0000,0,0,0000000000000000,0,00230f80,00000000
712,712,0,0000,0,0,0000000000000000,0,00230f80,00000000
713,713,0,0000,0,0,0000000000000000,0,00230f80,00000000
714,714,0,0000,0,0,0000000000000000,0,00230f80,00000000
715,715,0,0000,0,0,0000000000000000,0,00230f80,00000000
716,716,0,0000,0,0,0000000000000000,0,00230f80,00000000
717,717,0,0000,0,0,0000000000000000,0,00230f80,00000000
718,718,0,0000,0,0,0000000000000000,0,00230f80,00000000
719,719,0,0000,0,0,0000000000000000,0,00230f80,00000000
720,720,0,0000,0,0,0000000000000000,0,00230f80,00000000
721,721,0,0000,0,0,0000000000000000,0,00230f80,00000000
722,722,0,0000,0,0,0000000000000000,0,00230f80,00000000
723,723,0,0000,0,0,0000000000000000,0,00230f80,00000000
724,724,0,0000,0,0,0000000000000000,0,00230f80,00000000
725,725,0,0000,0,0,0000000000000000,0,00230f80,00000000
726,726,0,0000,0,0,0000000000000000,0,00230f80,00000000
727,727,0,0000,0,0,0000000000000000,0,00230f80,00000000
728,728,0,0000,0,0,0000000000000000,0,00230f80,00000000
729,729,0,0000,0,0,0000000000000000,0,00230f80,00000000
730,730,0,0000,0,0,0000000000000000,0,00230f80,00000000
731,731,0,0000,0,0,0000000000000000,0,00230f80,00000000
732,732,0,0000,0,0,0000000000000000,0,00230f80,00000000
733,733,0,0000,0,0,0000000000000000,0,00230f80,00000000
734,734,0,0000,0,0,0000000000000000,0,00230f80,00000000
735,735,0,0000,0,0,0000000000000000,0,00230f80,00000000
736,736,0,0000,0,0,0000000000000000,0,00230f80,00000000
737,737,0,0000,0,0,0000000000000000,0,00230f80,00000000
738,738,0,0000,0,0,0000000000000000,0,00230f80,00000000
739,739,0,0000,0,0,0000000000000000,0,00231000,00000000
740,740,0,0000,0,0,0000000000000000,1,00231000,00000000
741,741,0,0000,0,0,0000000000000000,1,00231000,00000000
742,742,0,0000,0,0,0000000000000000,1,00231000,00000000
743,743,0,0000,0,0,0000000000000000,1,00231000,00000000
744,744,0,0000,0,0,0000000000000000,1,00231000,00000000
745,745,0,0000,0,0,0000000000000000,1,00231000,00000000
746,746,0,0000,0,0,0000000000000000,1,00231000,00000000
747,747,0,0000,0,0,0000000000000000,1,00231000,00000000
748,748,0,0000,0,0,0000000000000000,1,00231000,00000000
749,749,0,0000,0,0,0000000000000000,1,00231000,00000000
750,750,0,0000,0,0,0000000000000000,1,00231000,00000000
751,751,0,0000,0,0,0000000000000000,1,00231000,00000000
752,752,0,0000,0,0,0000000000000000,1,00231000,00000000
753,753,0,0000,0,0,0000000000000000,1,00231000,00000000
754,754,0,0000,0,0,0000000000000000,1,00231000,00000000
755,755,0,0000,0,0,0000000000000000,1,00231000,00000000
756,756,0,0000,0,0,0000000000000000,1,00231000,00000000
757,757,0,0000,0,0,0000000000000000,1,00231000,00000000
758,758,0,0000,0,0,0000000000000000,0,00231080,00000000
759,759,0,0000,0,0,0000000000000000,1,00231080,00000000
760,760,0,0000,0,0,0000000000000000,1,00231080,00000000
761,761,0,0000,0,0,0000000000000000,1,00231080,00000000
762,762,0,0000,0,0,0000000000000000,1,00231080,00000000
763,763,0,0000,0,0,0000000000000000,1,00231080,00000000
764,764,0,0000,0,0,0000000000000000,1,00231080,00000000
765,765,0,0000,0,0,0000000000000000,1,00231080,00000000
766,766,0,0000,0,0,0000000000000000,1,00231080,00000000
767,767,0,0000,0,0,0000000000000000,1,00231080,00000000
768,768,0,0000,0,0,0000000000000000,1,00231080,00000000
769,769,0,0000,0,0,0000000000000000,1,00231080,00000000
770,770,0,0000,0,0,0000000000000000,1,00231080,00000000
771,771,0,0000,0,0,0000000000000000,1,00231080,00000000
772,772,0,0000,0,0,0000000000000000,1,00231080,00000000
773,773,0,0000,0,0,0000000000000000,1,00231080,00000000
774,774,0,0000,0,0,0000000000000000,1,00231080,00000000
775,775,0,0000,0,0,0000000000000000,1,00231080,00000000
776,776,0,0000,0,0,0000000000000000,1,00231080,00000000
777,777,0,0000,0,0,0000000000000000,0,00231080,00000000
778,778,0,0000,0,0,0000000000000000,0,00231080,00000000
779,779,0,0000,0,0,0000000000000000,0,00231080,00000000
780,780,0,0000,0,0,0000000000000000,0,00231080,00000000
781,781,0,0000,0,0,0000000000000000,0,00231080,00000000
782,782,0,0000,0,0,0000000000000000,0,00231080,00000000
783,783,0,0000,0,0,0000000000000000,0,00231080,00000000
784,784,0,0000,0,0,0000000000000000,0,00231080,00000000
785,785,0,0000,0,0,0000000000000000,0,00231080,00000000
786,786,0,0000,0,0,0000000000000000,0,00231080,00000000
787,787,0,0000,0,0,0000000000000000,0,00231080,00000000
788,788,0,0000,0,0,0000000000000000,0,00231080,00000000
789,789,0,0000,0,0,0000000000000000,0,00231080,00000000
790,790,0,0000,0,0,0000000000000000,0,00231080,00000000
791,791,0,0000,0,0,0000000000000000,0,00231080,00000000
792,792,0,0000,0,0,0000000000000000,0,00231080,00000000
793,793,0,0000,0,0,0000000000000000,0,00231080,00000000
794,794,0,0000,0,0,0000000000000000,0,00231080,00000000
795,795,0,0000,0,0,0000000000000000,0,00231080,00000000
796,796,0,0000,0,0,0000000000000000,0,00231080,00000000
797,797,0,0000,0,0,0000000000000000,0,00231080,00000000
798,798,0,0000,0,0,0000000000000000,0,00231080,00000000
799,799,0,0000,0,0,0000000000000000,0,00231080,00000000
800,800,0,0000,0,0,0000000000000000,0,00231080,00000000
801,801,0,0000,0,0,0000000000000000,0,00231080,00000000
802,802,0,0000,0,0,0000000000000000,0,00231080,00000000
803,803,0,0000,0,0,0000000000000000,0,00231080,00000000
804,804,0,0000,0,0,0000000000000000,0,00231080,00000000
805,805,0,0000,0,0,0000000000000000,0,00231080,00000000
806,806,0,0000,0,0,0000000000000000,0,00231080,00000000
807,807,0,0000,0,0,0000000000000000,0,00231080,00000000
808,808,0,0000,0,0,0000000000000000,0,00231080,00000000
809,809,0,0000,0,0,0000000000000000,0,00231080,00000000
810,810,0,0000,0,0,0000000000000000,0,00231080,00000000
811,811,0,0000,0,0,0000000000000000,0,00231080,00000000
812,812,0,0000,0,0,0000000000000000,0,00231080,00000000
813,813,0,0000,0,0,0000000000000000,0,00231080,00000000
814,814,0,0000,0,0,0000000000000000,0,00231080,00000000
815,815,0,0000,0,0,0000000000000000,0,00231080,00000000
816,816,0,0000,0,0,0000000000000000,0,00231080,00000000
817,817,0,0000,0,0,0000000000000000,0,00231080,00000000
818,818,0,0000,0,0,0000000000000000,0,00231080,00000000
819,819,0,0000,0,0,0000000000000000,0,00231080,00000000
820,820,0,0000,0,0,0000000000000000,0,00231080,00000000
821,821,0,0000,0,0,0000000000000000,0,00231080,00000000
822,822,0,0000,0,0,0000000000000000,0,00231080,00000000
823,823,0,0000,0,0,0000000000000000,0,00231080,00000000
824,824,0,0000,0,0,0000000000000000,0,00231080,00000000
825,825,0,0000,0,0,0000000000000000,0,00231080,00000000
826,826,0,0000,0,0,0000000000000000,0,00231080,00000000
827,827,0,0000,0,0,0000000000000000,0,00231080,00000000
828,828,0,0000,0,0,0000000000000000,0,00231080,00000000
829,829,0,0000,0,0,0000000000000000,0,00231080,00000000
830,830,0,0000,0,0,0000000000000000,0,00231080,00000000
831,831,0,0000,0,0,0000000000000000,0,00231080,00000000
832,832,0,0000,0,0,0000000000000000,0,00231080,00000000
833,833,0,0000,0,0,0000000000000000,0,00231080,00000000
834,834,0,0000,0,0,0000000000000000,0,00231080,00000000
835,835,0,0000,0,0,0000000000000000,0,00231080,00000000
836,836,0,0000,0,0,0000000000000000,0,00231080,00000000
837,837,0,0000,0,0,0000000000000000,0,00231080,00000000
838,838,0,0000,0,0,0000000000000000,0,00231080,00000000
839,839,0,0000,0,0,0000000000000000,0,00231080,00000000
840,840,0,0000,0,0,0000000000000000,0,00231080,00000000
841,841,0,0000,0,0,0000000000000000,0,00231080,00000000
842,842,0,0000,0,0,0000000000000000,0,00231080,00000000
843,843,0,0000,0,0,0000000000000000,0,00231080,00000000
844,844,0,0000,0,0,0000000000000000,0,00231080,00000000
845,845,0,0000,0,0,0000000000000000,0,00231080,00000000
846,846,0,0000,0,0,0000000000000000,0,00231080,00000000
847,847,0,0000,0,0,0000000000000000,0,00231080,00000000
848,848,0,0000,0,0,0000000000000000,0,00231080,00000000
849,849,0,0000,0,0,0000000000000000,0,00231080,00000000
850,850,0,0000,0,0,0000000000000000,0,00231080,00000000
851,851,0,0000,0,0,0000000000000000,0,00231080,00000000
852,852,0,0000,0,0,0000000000000000,0,00231080,00000000
853,853,0,0000,0,0,0000000000000000,0,00231080,00000000
854,854,0,0000,0,0,0000000000000000,0,00231080,00000000
855,855,0,0000,0,0,0000000000000000,0,00231080,00000000
856,856,0,0000,0,0,0000000000000000,0,00231080,00000000
857,857,0,0000,0,0,0000000000000000,0,00231080,00000000
858,858,0,0000,0,0,0000000000000000,0,00231080,00000000
859,859,0,0000,0,0,0000000000000000,0,00231080,00000000
860,860,0,0000,0,0,0000000000000000,0,00231080,00000000
861,861,0,0000,0,0,0000000000000000,0,00231080,00000000
862,862,0,0000,0,0,0000000000000000,0,00231080,00000000
863,863,0,0000,0,0,0000000000000000,0,00231080,00000000
864,864,0,0000,0,0,0000000000000000,0,00231080,00000000
865,865,0,0000,0,0,0000000000000000,0,00231080,00000000
866,866,0,0000,0,0,0000000000000000,0,00231080,00000000
867,867,0,0000,0,0,0000000000000000,0,00231100,00000000
868,868,0,0000,0,0,0000000000000000,1,00231100,00000000
869,869,0,0000,0,0,0000000000000000,1,00231100,00000000
870,870,0,0000,0,0,0000000000000000,1,00231100,00000000
871,871,0,0000,0,0,0000000000000000,1,00231100,00000000
872,872,0,0000,0,0,0000000000000000,1,00231100,00000000
873,873,0,0000,0,0,0000000000000000,1,00231100,00000000
874,874,0,0000,0,0,0000000000000000,1,00231100,00000000
875,875,0,0000,0,0,0000000000000000,1,00231100,00000000
876,876,0,0000,0,0,0000000000000000,1,00231100,00000000
877,877,0,0000,0,0,0000000000000000,1,00231100,00000000
878,878,0,0000,0,0,0000000000000000,1,00231100,00000000
879,879,0,0000,0,0,0000000000000000,1,00231100,00000000
880,880,0,0000,0,0,0000000000000000,1,00231100,00000000
881,881,0,0000,0,0,0000000000000000,1,00231100,00000000
882,882,0,0000,0,0,0000000000000000,1,00231100,00000000
883,883,0,0000,0,0,0000000000000000,1,00231100,00000000
884,884,0,0000,0,0,0000000000000000,1,00231100,00000000
885,885,0,0000,0,0,0000000000000000,1,00231100,00000000
886,886,0,0000,0,0,0000000000000000,0,00231180,00000000
887,887,0,0000,0,0,0000000000000000,1,00231180,00000000
888,888,0,0000,0,0,0000000000000000,1,00231180,00000000
889,889,0,0000,0,0,0000000000000000,1,00231180,00000000
890,890,0,0000,0,0,0000000000000000,1,00231180,00000000
891,891,0,0000,0,0,0000000000000000,1,00231180,00000000
892,892,0,0000,0,0,0000000000000000,1,00231180,00000000
893,893,0,0000,0,0,0000000000000000,1,00231180,00000000
894,894,0,0000,0,0,0000000000000000,1,00231180,00000000
895,895,0,0000,0,0,0000000000000000,1,00231180,00000000
896,896,0,0000,0,0,0000000000000000,1,00231180,00000000
